ID,loc_x,loc_y,loc_z,pitch,yaw,roll
170,-140.34027099609375,6.390932559967041,0.0,0.0,-0.1394605189561844,0.0
171,-136.1923828125,7.227097511291504,-1.5638272898854666e-08,-1.4891297723806929e-06,23.92391014099121,0.0
172,-132.94175720214844,9.678043365478516,-1.9971548681496643e-07,9.570893553245696e-07,52.93740463256836,0.0
173,-131.618896484375,13.337382316589355,-2.302618895555497e-08,2.0868276351393433e-06,87.31197357177734,0.0
174,-112.31794738769531,-0.6772959232330322,0.0,0.0,179.86053466796875,0.0
175,-117.7764892578125,0.16707634925842285,0.0,0.0,-198.06591796875,0.0
176,-122.69987487792969,2.7175869941711426,-1.6967881322216272e-07,-2.9384416393440915e-06,-216.7060089111328,0.0
177,-126.47428894042969,6.986030101776123,-2.046226939000917e-07,1.8718510546023026e-06,118.97740936279297,0.0
178,-128.08604431152344,12.479063987731934,-4.1272862461028126e-08,1.8718510546023026e-06,93.72798156738281,0.0
179,-140.3683319091797,-0.6090198755264282,0.0,360.0,179.86053466796875,0.0
180,-131.60812377929688,13.838631629943848,-3.3132665500090752e-09,1.4508062804452493e-06,89.17481231689453,0.0
181,-131.55633544921875,18.809602737426758,0.0,0.0,89.48860931396484,0.0
182,-131.51171875,23.809402465820312,0.0,0.0,89.48860931396484,0.0
183,-128.10848999023438,13.788226127624512,-3.3132665500090752e-09,1.4508062804452493e-06,89.17481231689453,0.0
184,-128.0564727783203,18.778364181518555,0.0,0.0,89.48860931396484,0.0
185,-128.01185607910156,23.77816390991211,0.0,0.0,89.48860931396484,0.0
186,-124.48006439208984,27.324373245239258,0.0,360.0,269.4886169433594,0.0
187,-124.52468872070312,22.324573516845703,0.0,360.0,269.4886169433594,0.0
188,-124.5693130493164,17.324771881103516,0.0,360.0,269.4886169433594,0.0
189,-120.9802017211914,27.293134689331055,0.0,360.0,269.4886169433594,0.0
190,-121.02482604980469,22.2933349609375,0.0,360.0,269.4886169433594,0.0
191,-121.06945037841797,17.293533325195312,0.0,360.0,269.4886169433594,0.0
192,-121.10922241210938,13.687421798706055,-3.3132665500090752e-09,360.0,-90.82516479492188,0.0
193,-120.05067443847656,9.950118064880371,-1.265371452063846e-07,360.0,-56.36253356933594,0.0
194,-116.94115447998047,7.378749847412109,-9.869951078655959e-09,360.0,-26.319000244140625,0.0
195,-112.83700561523438,6.331326007843018,0.0,360.0,-2.314788818359375,0.0
196,-112.3149642944336,6.322717666625977,0.0,360.0,359.86053466796875,0.0
197,37.40839767456055,187.75247192382812,0.0,0.0,180.28781127929688,0.0
198,35.527801513671875,186.21914672851562,3.8333482734742574e-06,0.00020983621652703732,258.0963439941406,0.0
199,35.07736587524414,181.53457641601562,1.52587890625e-05,0.0,267.6346435546875,0.0
200,35.04027557373047,179.6804962158203,1.52587890625e-05,0.0,-89.97710418701172,0.0
201,37.37248229980469,194.75238037109375,0.0,360.0,180.28781127929688,0.0
202,32.3725471496582,194.72726440429688,0.0,360.0,180.28781127929688,0.0
203,27.372610092163086,194.7021484375,0.0,360.0,180.28781127929688,0.0
204,22.3726749420166,194.67703247070312,0.0,360.0,180.28781127929688,0.0
205,37.39006423950195,191.25242614746094,0.0,360.0,180.28781127929688,0.0
206,32.39012908935547,191.22731018066406,0.0,360.0,180.28781127929688,0.0
207,27.39019012451172,191.2021942138672,0.0,360.0,180.28781127929688,0.0
208,22.390254974365234,191.1770782470703,0.0,360.0,180.28781127929688,0.0
209,37.40764617919922,187.75247192382812,0.0,360.0,180.28781127929688,0.0
210,32.407711029052734,187.72735595703125,0.0,360.0,180.28781127929688,0.0
211,27.407772064208984,187.70223999023438,0.0,360.0,180.28781127929688,0.0
212,22.4078369140625,187.6771240234375,0.0,360.0,180.28781127929688,0.0
213,-109.70294952392578,94.94117736816406,0.0,0.0,-359.9344177246094,0.0
214,-109.69894409179688,91.44117736816406,0.0,0.0,-359.9344177246094,0.0
215,-120.54557800292969,75.98690032958984,0.0,360.0,-90.51138305664062,0.0
216,-109.67449951171875,84.44120025634766,0.0,360.0,-179.93441772460938,0.0
217,-114.04207611083984,83.7613525390625,0.0,360.0,-161.61676025390625,0.0
218,-117.87787628173828,81.72959899902344,0.0,360.0,-140.72457885742188,0.0
219,-120.15038299560547,78.46449279785156,0.0,360.0,-108.95101928710938,0.0
220,-109.69894409179688,91.44117736816406,0.0,0.0,-359.9344177246094,0.0
221,-141.6357879638672,91.4046401977539,0.0,360.0,0.0655670166015625,0.0
222,-136.22732543945312,90.70726776123047,0.0,360.0,-15.353225708007812,0.0
223,-131.20396423339844,88.5333251953125,0.0,360.0,-31.449432373046875,0.0
224,-126.97854614257812,84.85856628417969,0.0,360.0,-52.13128662109375,0.0
225,-124.47917175292969,79.76036071777344,0.0,360.0,-75.63615417480469,0.0
226,-141.63092041015625,87.9046401977539,0.0,0.0,-179.93443298339844,0.0
227,-141.6398162841797,94.9046401977539,0.0,360.0,0.0655670166015625,0.0
228,-137.26539611816406,95.58152770996094,0.0,360.0,18.270278930664062,0.0
229,-133.42601013183594,97.60099792480469,0.0,360.0,39.24693298339844,0.0
230,-131.17369079589844,100.86144256591797,0.0,360.0,71.47969055175781,0.0
231,-141.63719177246094,94.9046401977539,0.0,360.0,0.0655670166015625,0.0
232,-120.54644775390625,75.88970947265625,0.0,0.0,-90.51139068603516,0.0
233,-124.04631042480469,75.92095184326172,0.0,0.0,-90.51139068603516,0.0
234,-127.5466079711914,75.90359497070312,0.0,360.0,89.48860931396484,0.0
235,-127.5019760131836,80.90339660644531,0.0,360.0,89.48860931396484,0.0
236,-127.45734405517578,85.9031982421875,0.0,360.0,89.48860931396484,0.0
237,-127.4127197265625,90.90299987792969,0.0,360.0,89.48860931396484,0.0
238,-127.36809539794922,95.90280151367188,0.0,360.0,89.48860931396484,0.0
239,-127.32347106933594,100.90260314941406,0.0,360.0,89.48860931396484,0.0
240,-131.0464630126953,75.9348373413086,0.0,360.0,89.48860931396484,0.0
241,-131.0018310546875,80.93463897705078,0.0,360.0,89.48860931396484,0.0
242,-130.9571990966797,85.93444061279297,0.0,360.0,89.48860931396484,0.0
243,-130.91258239746094,90.93424224853516,0.0,360.0,89.48860931396484,0.0
244,-130.86795043945312,95.93404388427734,0.0,360.0,89.48860931396484,0.0
245,-130.82333374023438,100.93384552001953,0.0,360.0,89.48860931396484,0.0
246,31.581623077392578,76.19410705566406,1.52587890625e-05,0.0,-89.97710418701172,0.0
247,28.081653594970703,76.11572265625,1.52587890625e-05,360.0,90.02289581298828,0.0
248,28.840373992919922,81.55258178710938,1.52587890625e-05,360.0,73.29924011230469,0.0
249,31.217321395874023,86.5312271118164,9.750227945914958e-06,359.99981689453125,55.65846252441406,0.0
250,35.411827087402344,90.45386505126953,0.0,360.0,29.620574951171875,0.0
251,40.96379089355469,92.04785919189453,0.0,360.0,2.4175262451171875,0.0
252,41.752403259277344,85.05696105957031,0.0,0.0,179.58380126953125,0.0
253,38.17588424682617,83.89263153076172,2.981476654895232e-06,0.00018472396186552942,217.69834899902344,0.0
254,35.8822021484375,80.5776138305664,1.52587890625e-05,0.0,247.9070587158203,0.0
255,35.08155822753906,76.35653686523438,1.52587890625e-05,0.0,-89.97710418701172,0.0
256,35.08162307739258,76.19551086425781,1.52587890625e-05,0.0,-89.97710418701172,0.0
257,17.799379348754883,95.08705139160156,0.0,360.0,0.0655670166015625,0.0
258,22.774612426757812,95.1112289428711,0.0,360.0,0.8849029541015625,0.0
259,27.72441864013672,95.25550842285156,0.0,360.0,2.454376220703125,0.0
260,32.73383712768555,95.48451232910156,0.0,360.0,1.972625732421875,0.0
261,37.78837203979492,95.5782241821289,0.0,360.0,0.151702880859375,0.0
262,17.79975128173828,95.08705139160156,0.0,360.0,0.0655670166015625,0.0
263,17.803382873535156,91.58705139160156,0.0,360.0,0.0655670166015625,0.0
264,22.778240203857422,91.61125946044922,0.0,360.0,0.8851318359375,0.0
265,27.72803497314453,91.75556182861328,0.0,360.0,2.454925537109375,0.0
266,32.73749923706055,91.98452758789062,0.0,360.0,1.9716644287109375,0.0
267,37.79204559326172,92.0781478881836,0.0,360.0,0.1503753662109375,0.0
268,41.752403259277344,85.05696105957031,0.0,0.0,179.58380126953125,0.0
269,36.781463623046875,85.07172393798828,0.0,0.0,180.5321502685547,0.0
270,31.83875274658203,84.9473876953125,0.0,0.0,182.349853515625,0.0
271,26.837249755859375,84.71664428710938,0.0,0.0,-177.87515258789062,0.0
272,21.79094696044922,84.59845733642578,0.0,0.0,-179.44158935546875,0.0
273,17.79975128173828,95.08705139160156,0.0,360.0,0.0655670166015625,0.0
274,21.555086135864258,96.18205261230469,1.9252934180258308e-06,360.0001525878906,33.70538330078125,0.0
275,24.034212112426758,99.2157211303711,1.52587890625e-05,360.0,67.29682922363281,0.0
276,24.5712947845459,102.04259490966797,1.52587890625e-05,360.0,90.02289581298828,0.0
277,31.571266174316406,102.117431640625,1.52587890625e-05,0.0,-89.97710418701172,0.0
278,30.516199111938477,96.5710220336914,1.52587890625e-05,0.0,-112.38993072509766,0.0
279,27.333492279052734,91.86935424804688,5.856429197592661e-06,-0.00017604688764549792,-135.8759307861328,0.0
280,22.48501968383789,88.85933685302734,0.0,0.0,-160.45858764648438,0.0
281,-130.50399780273438,136.71031188964844,0.0,360.0,89.48860931396484,0.0
282,-131.28167724609375,140.9327850341797,0.014474564231932163,360.7383117675781,111.70940399169922,0.0
283,-133.5369110107422,143.7191925048828,0.055450439453125,360.0,-205.2044677734375,0.0
284,-130.50439453125,136.6653289794922,0.0,360.0,89.48860931396484,0.0
285,-131.26739501953125,140.89671325683594,0.013900640420615673,360.7235107421875,111.50688171386719,0.0
286,-133.50918579101562,143.7060089111328,0.055450439453125,360.0,-205.67236328125,0.0
287,-135.25204467773438,151.07669067382812,0.055450439453125,0.0,0.269706666469574,0.0
288,-129.5658416748047,149.51055908203125,0.05448677018284798,-0.14773491024971008,-31.779748916625977,0.0
289,-125.63702392578125,145.20669555664062,0.013115604408085346,-0.5450215339660645,-61.16563034057617,0.0
290,-123.78062438964844,139.9853057861328,0.0,0.0,-79.69002532958984,0.0
291,-47.53132247924805,-11.22368335723877,0.055450439453125,0.0,-90.39219665527344,0.0
292,-50.60259246826172,13.252462387084961,0.055450439453125,0.0,88.90804290771484,0.0
293,-51.03133010864258,-11.21446704864502,0.055450439453125,360.0,89.60948944091797,0.0
294,-49.922813415527344,-5.668155670166016,0.055450439453125,360.0,66.80429077148438,0.0
295,-46.64375686645508,-1.0172926187515259,0.017145773395895958,359.3898010253906,42.827606201171875,0.0
296,-41.759769439697266,1.9010751247406006,0.0,360.0,18.892242431640625,0.0
297,-37.110408782958984,-4.36036491394043,0.0,0.0,179.86053466796875,0.0
298,-40.906673431396484,-5.414272308349609,0.00513785844668746,0.49482956528663635,212.64369201660156,0.0
299,-43.44953918457031,-8.39492416381836,0.055450439453125,0.0,246.22158813476562,0.0
300,-37.13592529296875,-4.360302925109863,0.0,0.0,179.86053466796875,0.0
301,-40.92367935180664,-5.4252028465271,0.005360594484955072,0.5054417252540588,212.8172149658203,0.0
302,-43.45770263671875,-8.413532257080078,0.055450439453125,0.0,246.3916778564453,0.0
303,-61.55416488647461,2.699152708053589,0.0,360.0,359.86053466796875,0.0
304,-56.55418014526367,2.6869826316833496,0.0,360.0,359.86053466796875,0.0
